' ( '' The Lover '' ) , Op. 14 , is a suite by Jean Sibelius , composed in 1911 for string orchestra , percussion and triangle .	' ( '' The Lover '' ) , Op. 14 , is a suite by Jean Sibelius . <::::> He completed it in 1912 , scored for string orchestra , percussion and triangle .
' ( '' The Puritans '' ) is an opera in three acts by Vincenzo Bellini , which he wrote for the Théâtre - Italien in Paris and which was first presented on 24 January 1835 .	' ( '' The Puritans '' ) is an opera in three acts by Vincenzo Bellini . <::::> It was first produced at the Théâtre - Italien in Paris , 24 January 1835 .
' ( 1986 ) in particular is considered one of the most difficult CRPGs ever created , though it is unique in that the player controls the villain of the first game , in an attempt to escape his prison dungeon and gain freedom in the above world .	' ( 1986 ) in particular is considered one of the most difficult CRPGs ever created . <::::> It is unique in that the player controls the villain of the first game in an attempt to escape his prison dungeon and gain freedom in the above world .
' ( ; , Spanish for '' The Vanguard '' ) is a Spanish daily newspaper , printed in Spanish and since 3 May 2011 also in Catalan ( Spanish copy is automatically translated into Catalan ) .	' ( ; , Spanish for '' The Vanguard '' ) is a Catalan ( Spain ) daily newspaper , founded in 1881 . <::::> It is printed in Spanish and , since 3 May 2011 , also in Catalan ( Spanish copy is automatically translated into Catalan ) .
' ( Christ our Lord came to the Jordan ) , , is a church cantata Johann Sebastian Bach wrote for the Feast of St. John the Baptist .	' ( Christ our Lord came to the Jordan ) , , is a church cantatas by Johann Sebastian Bach . <::::> He composed it in Leipzig for the Feast of St. John the Baptist .
' ( Come , o sweet hour of death ) , , is a church cantata composed by Johann Sebastian Bach in Weimar for the 16th Sunday after Trinity .	' ( Come , o sweet hour of death ) , , is a church cantata by Johann Sebastian Bach . <::::> He composed it in Weimar for the 16th Sunday after Trinity .
' ( Jesus gathered the twelve to Himself ) , BWV 22 , is a cantata by Johann Sebastian Bach , a church cantata for the Sunday within the liturgical year .	' ( Jesus gathered the twelve to Himself ) , BWV 22 , is a cantata by Johann Sebastian Bach . <::::> He composed the church cantata for the Sunday within the liturgical year .
' ( Jesus gathered the twelve to Himself ) , BWV 22 , is a church cantata by Johann Sebastian Bach composed for , the last Sunday before Lent within the liturgical year .	' ( Jesus gathered the twelve to Himself ) , BWV 22 , is a cantata by Johann Sebastian Bach . <::::> It is a church cantata for , the last Sunday before Lent within the liturgical year .
' ( Lord , Your eyes look for faith ) , BWV 102 , is a church cantata written by Johann Sebastian Bach in 1726 in Leipzig for the tenth Sunday after Trinity , first performed on 25 August 1726 .	' ( Lord , Your eyes look for faith ) , BWV 102 , is a church cantata by Johann Sebastian Bach . <::::> He composed it in Leipzig for the tenth Sunday after Trinity and first performed on 25 August 1726 .
' ( May the God of hope fill you ) , BWV 218 , is a church cantata , formerly credited to Johann Sebastian Bach , for Whit Sunday , composed in Eisenach in 1717 by Georg Philipp Telemann , with text by Erdmann Neumeister .	' ( May the God of hope fill you ) , TWV 1:634 , BWV 218 , is a church cantata by Georg Philipp Telemann formerly credited to Johann Sebastian Bach . <::::> It was composed for Whit Sunday in Eisenach in 1717 , with text by Erdmann Neumeister .
' ( Over the mountains Mary goes ) is a sacred motet by the Renaissance composer and musician Johannes Eccard , who wrote it on a German text by Ludwig Helmbold in two stanzas .	' ( Over the mountains Mary goes ) is a sacred motet by the Renaissance composer and musician Johannes Eccard . <::::> He wrote it on a German text by Ludwig Helmbold in two stanzas .
' ( Resound , ye drums ! Ring out , ye trumpets ! ) , BWV 214 , is a cantata by Johann Sebastian Bach , composed in 1733 as a congratulatory cantata for the birthday of Maria Josepha , Queen of Poland and Electress of Saxony .	' ( Resound , ye drums ! Ring out , ye trumpets ! ) , BWV 214 , is a cantata by Johann Sebastian Bach , composed in 1733 as a congratulatory cantata . <::::> Bach composed this cantata in 1733 to honor the 34th birthday of Maria Josepha , Queen of Poland and Electress of Saxony .
' ( Song of mourning , lament ) , ( BuxWV 76/2 ) , is an aria by Dietrich Buxtehude , composed as an homage to his father who had died on 22 January 1674 .	' ( Song of mourning ) , ( BuxWV 76/2 ) , is an aria by Dietrich Buxtehude . <::::> Buxtehude wrote it as an homage to his father who had died on 22 January 1674 .
' ( literally : sound , you songs ) is a festive concerto , with words and music possibly based on an earlier lost secular ' ( congratulatory cantata ) .	' ( literally : sound , you songs ) is a festive concerto , marked ' by Bach . <::::> Words and music are possibly based on an earlier lost secular ' ( congratulatory cantata ) .
' ( one who prostrates himself on the mountain ) are Japanese mountain ascetic hermits who , according to a traditional Japanese mysticism , are believed to be endowed with supernatural powers .	' ( one who prostrates himself on the mountain ) are Japanese mountain ascetic hermits . <::::> According to a traditional Japanese mysticism , Yamabushi are believed to be endowed with supernatural powers .
' ( set five years after '' Metal Gear Solid 2 '' ) features Raiden after rescuing Sunny ( the late Olga 's daughter ) from the Patriots , and searching for Big Boss 's corpse for Big Mama .	' ( set five years after '' Metal Gear Solid 2 '' ) features Raiden as the newest Cyborg Ninja . <::::> Disappearing after rescuing Sunny ( the late Olga 's daughter ) from the Patriots , he searched for Big Boss 's corpse for Big Mama .
' , Ch.10 The Kraken was the last of its kind , doomed with no purpose other than serving Davy Jones , and showing Jack that there is little nobility or purpose in becoming the last of his kind ( pirate ) .	' , Ch.10 The Kraken was the last of its kind , doomed with no purpose other than serving Davy Jones . <::::> Its death forces Jack to realize that there is little nobility or purpose in becoming the last of his kind ( pirate ) .
' , a 1999 video game from developer Acclaim , included a mini-game called '' Beefcake '' , in which players control a Cartman character who moves back and forth between the screen eating cans of Weight Gain 4000 that are thrown down at him .	' , a 1999 video game from developer Acclaim , included a mini-game inspired by the episode '' Weight Gain 4000 '' . <::::> In the game , called '' Beefcake '' , players control a Cartman character who moves back and forth between the screen eating cans of Weight Gain 4000 that are thrown down at him .
' , a documentary short story about a real - life murderer who had been executed in France , appeared in 1834 and was later considered by Hugo himself to be a precursor to his great work on social injustice , ' .	' , a documentary short story about a real - life murderer who had been executed in France . <::::> On 15 March 1832 , Hugo completed this story with a long preface and his signature which was later considered by Hugo himself to be a precursor to his great work on social injustice , ' .
' , an essay written in 1848 , included a cosmological theory that presaged the Big Bang theory by 80 years , as well as the first plausible solution to Olbers ' paradox .	' , an essay written in 1848 , included a cosmological theory that presaged the Big Bang theory by 80 years , Cappi , Alberto . <::::> January 22 , 2005 as well as the first plausible solution to Olbers ' paradox .
' , based on the novel of the same title , is the first film in the series not to be co-produced by Disney , who dropped out over a budget dispute with Walden Media .	' , based on the novel of the same title , is the last film in the series . <::::> This is the first film not co-produced by Disney , who dropped out over a budget dispute with Walden Media .
' , the 26th season , has completed airing , and the series has been renewed for the 2013 -- 14 television season .	' , the 26th season , premiered on February 13 , 2013 . <::::> It has been renewed for the 2013 -- 14 television season .
' , the English equivalent of azure , is not considered to be a shade of '' blu , '' but rather the opposite , i.e. '' blu '' is a darker shade of '' azzurro '' .	' , the English equivalent of azure , is usually considered a separate basic color rather than a shade of '' blu '' ( similar to the distinction in English between red and pink ) . <::::> Some sources even go to the point of defining '' blu '' as a darker shade of '' azzurro '' .
' , the canned version available in the UK is 8.4 % ABV while the bottled version comes in two varieties , 8.4 % and '' K6 '' at 6.3 % .	' , the canned version available in the UK is 8.4 % ABV . <::::> At one time , two bottled versions were available , 8.4 % and '' K6 '' at 6.3 % .
' 9ice ' instantly fell in love with her beauty and they became husband and wife on March 20th 2000 , however unfortunately this did not last long as Beth was having an affair with ' 9ices ' distant relative Abbey George .	' 9ice ' instantly fell in love with her beauty and they became husband and wife on March 20th 2000 . <::::> However this did not last long as Beth was having an affair with ' 9ices '' distant relative Abbey George .
' A ' Field Battery is an airborne artillery battery , part of the 4th Field Regiment , Royal Australian Artillery of the Australian Army 's 3rd Brigade and a component of the Army 's Airborne Battle Group .	' A ' Field Battery is an airborne artillery battery of the Australian Army . <::::> Today it is part of the 4th Field Regiment , Royal Australian Artillery , attached to the 3rd Brigade and is a component of the Army 's Airborne Battle Group .
' A Fistful of Dollars ' is rated amongst iMDB 's top 250 films of all time , achieveing a 8.1 out of 113,000 user ratings , and went on to achieve 98 % Fresh out of 43 Critical reviews on Rotten Tomatoes .	' A Fistful of Dollars ' is rated amongst iMDB 's top 250 films of all time , achieveing a 8.1 out of 113,000 user ratings . <::::> The film went on to achieve 98 % Fresh out of 43 Critical reviews on Rotten Tomatoes .
' A Glorious Day ' is an American 2012 , 15 - minute short film that deals with the topic of self - style jihadists .	' A Glorious Day ' is an American 2012 , 15 - minute short film . <::::> It deals with the topic of self - style jihadists .
' A similar lower - budget Friday evening dance show called '' Contempo '' was initially '' The Scene 's '' replacement in 1988 , it was hosted by several different personalities from WGPR radio , and featured local artists .	' A similar lower - budget dance show , called '' Contempo '' was initially The Scene 's replacement in 1988 . <::::> It aired on Friday evenings and was hosted by several different personalities from WGPR radio , and featured local artists .
' A week later , Rangers produced an even more impressive result by beating champions Derby 5 - 1 on their own ground , with Bowles scoring a hat - trick , and three matches later they ended Manchester United 's unbeaten start thanks to a David Webb header .	' A week later , Rangers produced an even more impressive result by beating champions Derby 5 - 1 on their own ground , with Bowles scoring a hat - trick . <::::> Three matches later , they ended Manchester United 's unbeaten start thanks to a David Webb header .
' ACTIONMAX ' was a satellite television film channel in the United Kingdom and Republic of Ireland , available as a free - to - air service on Sky Digital.Dolphin Television acquired badmovies from sit - up Ltd , which was re-branded as ACTIONMAX on February 1 , 2006 .	' ACTIONMAX ' was a satellite television film channel in the United Kingdom and Republic of Ireland , available as a free - to - air service on Sky Digital . <::::> Movies that have not been transmitted before in the country predominantly featured , focused on action , thriller , and science fiction cinematic genres.Dolphin Television acquired badmovies from sit - up Ltd , which was re-branded as ACTIONMAX on February 1 , 2006 .
' Abd al - Masīḥ Ṣalīb al - Masū'dī was ordained a monk by his uncle , ' Abd al - Masīḥ al - Kabīr , in 1874 .	' Abd al - Masīḥ Ṣalīb al - Masū'dī ( 1848 - 1935 ) was a noted monk and author . <::::> He was ordained a monk by his uncle , ' Abd al - Masīḥ al - Kabīr , in 1874 .
' Accident Advice Helpline Company Handbook Initially , the company workforce consisted of six people but the company currently has over 300 employees .	' Accident Advice Helpline Company Handbook Initially , the company workforce consisted of six people . <::::> The company currently has over 300 employees .
' After facing Chihiro and Rea in his fencing room , he accepts Chihiro as Rea 's protector but gives him a firm warning that there should be no '' sexual intercourse before marriage '' .	' After facing Chihiro and Rea in his fencing room , he accepts Chihiro as Rea 's protector . <::::> With a firm warning to Chihiro that there should be no '' sexual intercourse before marriage '' .
' After the battle , Keetongu restored the Toa back into their original forms , who bided farewell with and Matoran - loaded airships and set sail to the island above Metru Nui .	' After the battle , Keetongu restored the Toa back into their original forms . <::::> The Toa Metru bided farewell and set sail with the Matoran - loaded airships to the island above Metru Nui .
' Ain Ghazal is one of the largest known Neolithic agricultural settlements in the Near East , and continues to do work in the region today .	' Ain Ghazal is one of the largest known Neolithic agricultural settlements in the Near East . <::::> Rollefson continues to do work in the region today .
' Ain Mallaha is the local Arabic name for a spring that served as the water source for the village inhabitants throughout the ages , and is also one of the names used in English to refer to the ancient Natufian era settlement at the site .	' Ain Mallaha is the local Arabic name for a spring that served as the water source for the village inhabitants throughout the ages . <::::> It is also one of the names used in English to refer to the ancient Natufian era settlement at the site .
' Alam also means '' flag '' in Arabic and it 's a last name in Lebanon for many Christian families in Rmeich , Baskinta and few other towns .	' Alam also means '' flag '' in Arabic . <::::> It 's a last name in Lebanon for many Christian families in Rmeich , Baskinta and few other towns .
' Albèric Barbier ' is a robust plant , useful for covering unsightly walls or fences , and can grow in full sun or partial shade , but does n't prosper in hot spots or harsher climates .	' Albèric Barbier ' is a robust plant , useful for covering fences or unsightly walls , even those faced northwards , as it is shade tolerant . <::::> It can also grow in full sun , but does n't prosper in hot spots or harsher climates .
' Alexis Denisof and Luke Goss have both been added to the main cast this season , and there are several new additions to the recurring cast .	' Alexis Denisof and Luke Goss have both been added to the main cast this season . <::::> Also , there are several new additions to the recurring cast .
' Alia fled with her children to Damascus and , despite orders from Fahd , refused to return .	' Alia fled with her children to Damascus . <::::> Despite orders from Fahd , ' Alia refused to return .
' Amr ibn Adi ibn Nasr ibn Rabia ibn Namarah ibn Lakhm he is the first Lakhmid king , he inherited the kingdom of uncle Jadhima ( the Tanukhid king ) .	' Amr ibn Adi ibn Nasr ibn Rabia ibn Namarah ibn Lakhm is the first Lakhmid king . <::::> He inherited the kingdom of uncle Jadhima ( the Tanukhid king ) .
' Amr ibn Imru ' al - Qays was the third Lakhmid king of al - Hirah , reigning in 328 -- 363.n of the famed Imru ' al - Qays ibn ' Amr who had defected to the Roman Empire , he returned to Sassanid allegiance .	' Amr ibn Imru ' al - Qays was the third Lakhmid king of al - Hirah , reigning in 328 -- 363 . <::::> A son of the famed Imru ' al - Qays ibn ' Amr who had defected to the Roman Empire , he returned to Sassanid allegiance .
' Amr ibn al - ' As ( ; 6 January 664 ) was an Arab military commander who is most noted for leading the Muslim conquest of Egypt in 640 .	' Amr ibn al - ' As ( ; 6 January 664 ) was a companion of the Islamic Prophet ( SAW ) . <::::> He later became a Arab military commander who is most noted for leading the Muslim conquest of Egypt in 640 .
' Amsia Motors'is an OEM Joint - venture automotive manufacturer , engaged in the automotive industry since 1986 , as an '' Independent Company '' styled today as Amsia Motors Global -- for the independent international market brand launch operations .	' Amsia Motors'is an OEM Joint - venture automotive manufacturer , engaged in the automotive industry since 1986 . <::::> As an '' Independent Company '' styled today as Amsia Motors Global -- for the international market brand launch operations .
' Amsterdam ' is an attractive small tree , generally columnar in shape , its leaves , which are of average size for an elm , turning a rich yellow in autumn and remaining attached to the tree for a period much longer than is usual for the species .	' Amsterdam ' is an attractive small tree , generally columnar in shape . <::::> The leaves , which are of average size for an elm , turn a rich yellow in autumn and remaining attached to the tree for a period much longer than is usual for the species .
' Anoop Kumar is a South Indian film actor , known as Anup Tej in the Telugu film industry , he is the grandson of the late Legend Telugu director Victory Madhu Sudhan Rao .	' Anoop Kumar is a South Indian film actor and also a dancer by profession . <::::> Known as Anup Tej in the Telugu film industry , he is the grandson of the late Legend Telugu director Victory Madhu Sudhan Rao .
' Anoop Kumar is a South Indian film actor and also a dancer by profession .	' Anoop Kumar is a South Indian film actor . <::::> He is also a dancer by profession .
' Antri ' is derived from the word ' Antadee ' which means intestine. , a hindu prince mr veer singh killed a one navratan of emperor akbar killed Abbul Fazal ( one of the Ratna from the nine Ratna of Akbar ) by stitch out the intestine .	' Antri ' is derived from the word ' Antadee ' which means intestine . <::::> A hindu prince , Veer Singh , killed a one navratan of emperor akbar killed Abbul Fazal ( one of the Ratna from the nine Ratna of Akbar ) by stitch out the intestine .
' Apl , ' born Allan Pineda Lindo near Angeles City , Pampanga in the Philippines , a mixture of Filipino and African - American heritage , is a rapper in the positive hip - hop group , Black Eyed Peas .	' Apl , ' was born Allan Pineda Lindo in the barangay of Sapangbato inAngeles City , Pampanga in the Philippines . <::::> He is a mixture of Filipino and African - American heritage , is a rapper in the positive hip - hop group , Black Eyed Peas .
' Apocryphal Apparitions : 1 Corinthians 15:3 - 11 as a Post-Pauline Interpolation ' by Robert M Price However , according to Geza Vermes in '' The Resurrection '' ( 2008 ) these verses are not interpolated but were written by Paul in the early 50 's AD .	' Apocryphal Apparitions : 1 Corinthians 15:3 - 11 as a Post-Pauline Interpolation ' by Robert M Price However , many commentators have the view that Paul '' received '' this from Jesus . <::::> Another interpretation , according to Geza Vermes in '' The Resurrection '' ( 2008 ) , is that these verses are not interpolated but were written by Paul in the early 50 's AD .
' Ara ( ; ) is an Israeli village in the Haifa District located in the Wadi Ara , which since 1985 has been part of the Ar'ara local council .	' Ara ( ; ) is a village in the Haifa District in northern Israel , located in the Wadi Ara valley . <::::> Since 1985 ' Ara has been part of the Ar'ara local council .
' Ari ' is a male first name that means '' fearless '' or '' brave '' .	' Ari ' is a male first name . <::::> Meaning is '' fearless '' or '' brave '' .
' Arry and Bert were introduced in season 5 and have in seasons 6 , 7 , 8 , 9 , 11 , 12 , 14 , 15 , 16 and 18 .	' Arry and Bert were introduced in season 5 but officially in season 6 . <::::> They also appeared in seasons 7 , 8 , 9 , 11 , 12 , 14 , 15 , 16 and 18 .
' As I can ' ( ALS ICH CAN ) being someting of a personal motto or motif for van Eyck , it can be found on several religious paintings , though only two portraits .	' As I can ' ( ALS ICH CAN ) being someting of a personal motto or motif for van Eyck , and a pun on his surname . <::::> It can be found on several religious paintings , though only two portraits .
' Asked how he could he be sure the dead man was European , the Chinese climber replied simply , ' he was wearing braces .	' Asked how he could he be sure the dead man was European ? <::::> The Chinese climber replied simply , ' he was wearing braces .
' Assassin 's Creed ' takes place during the year 1190 and the Third Crusade , which sees the Crusaders armies clash with Saracens for control of the Holy City .	' Assassin 's Creed ' takes place during the year 1190 . <::::> In the Third Crusade , the Crusaders armies clash with Saracens fighting over control of the Holy City .
' Bad To The Bone ' was the second single released by German heavy metal band Running Wild , it was taken from the album Port Royal and is a fan favorite along with Under Jolly Roger .	' Bad To The Bone ' was the second single released by German heavy metal band Running Wild . <::::> It was taken from the album Port Royal and is a fan favorite along with Under Jolly Roger .
' Bantam ' is a smaller - bred version of any particular poultry breed - the name must have been chosen for the size of the automobiles that the company made .	' Bantam ' is a term referring to a smaller bred version of any particular poultry breed . <::::> This name must have been chosen for the size of the automobiles that the company made .
' Basement ' or ' Basement Rock ' was a subgenre coined in 2006 in an article by music magazine TGR in relation to the existence of underground record label Criminal Records and the independent bands they represent .	' Basement ' or ' Basement Rock ' music was a subgenre coined in 2006 in an article by music magazine TGR . <::::> This was first in relation to the existence of underground record label Criminal Records but more for the independent bands they represent .
' Basic users ' can be created for free at the GameSpy website and are able to display and connect to games , as well as chat to users inside the game lobby .	' Basic users ' can be created for free at the GameSpy website . <::::> They are able to display and connect to games , as well as chat to users inside the game lobby .
' Beautiful Day ' was the first single from 3 Colours Reds second album , Revolt , it was released on Creation Records in 1999 .	' Beautiful Day ' was the first single from 3 Colours Reds second album , Revolt . <::::> It was released on Creation Records in 1999 .
' Between 1995 and August 2009 Dooks directed several works for broadcast television , produced work for the Millenium Experience and has been funded since to producel art works for galleries , residencies and record labels such as Bip - Hop , Highpoint Lowlife and Benbecula Records .	' Between 1995 and August 2009 Dooks directed several works for broadcast television , produced work for the Millenium Experience and created installations and art works for galleries and residencies . <::::> Dooks also has released several electronica and folktronica albums record labels such as Bip - Hop , Highpoint Lowlife and Benbecula Records .
' Big Gun ' battlers have the annual event known as the North American Big Gun Open ( NABGO ) , and - since 2008 - the annual Big Gun Robotic Warship Combat open invitational at California Maker Faire .	' Big Gun ' clubs have the annual event known as North American Big Gun Open ( NABGO ) , . <::::> Since 2008 - the annual Big Gun Robotic Warship Combat open invitational at California Maker Faire .
' Big Sexy ' is being advertised to appear at a professional wrestling show in Wisconsin ... this fits just fine with McCorkle 's style and ' gift of the gab ' .	' Big Sexy ' is being advertised to appear at a professional wrestling show in Wisconsin . <::::> This fits just fine with McCorkle 's style and ' gift of the gab ' .
' Black Body Radiator ' , a single from the release , while the band 's remix of the KMFDM track ' Godlike 2010 ' is released September 14 .	' Black Body Radiator ' , a single from the release , charted on the Cashbox Magazine Dance and Club charts for Canada . <::::> The band 's remix of the KMFDM track ' Godlike 2010 ' is released September 14 .
' Blitz ' is a German word for lightning , and is used as a shorthand for Blitzkrieg -- an early type of combined arms and maneuver warfare from which the US Marines contemporary combat doctrine was based .	' Blitz ' is a German word for lightning , and is used as a shorthand for Blitzkrieg . <::::> An early type of combined arms and maneuver warfare from which the US Marines contemporary combat doctrine was based .
' Bobby ' Byrne himself presumably came to Queensland around 1860 earning his spurs and a solid reputation as an Australian ' bushman ' during the famed 1860s Gulf country rush .	' Bobby ' Byrne himself presumably came to Queensland around 1860 . <::::> He earned his spurs and a solid reputation as an Australian ' bushman ' during the famed 1860s Gulf country rush .
' Brace Beemer ' ( 1903 - March 1 , 1965 ) was the announcer for The Lone Ranger radio program from its first broadcast in 1933 .	' Brace Beemer ' ( 1903 - March 1 , 1965 ) was an American radio actor and announcer . <::::> He served as the announcer for '' The Lone Ranger '' from its first broadcast in 1933 .
